# f=31.67754485207151,a=6760.000656878837,e=0.004426870208295852,i=26.264873442639626,Om=287.36198671622157,w=323.08397712963483,total_time=3,timestep=0.1
Bx,By,Bz,X,Y,Z
3.473066619406328215e+01,2.261475229159536138e+00,1.771668993100188061e+01,5.865737920477989974e+03,2.353371645499743408e+03,2.477170371403464742e+03
3.473117712811522750e+01,2.261856127196945732e+00,1.771528690936542461e+01,5.865551370197057622e+03,2.354040727089164648e+03,2.476979335011722014e+03
3.473168800964553782e+01,2.262236837194591121e+00,1.771388366640231027e+01,5.865364755244355365e+03,2.354709781528674284e+03,2.476788267057143912e+03
3.473219883867288615e+01,2.262617358963251668e+00,1.771248020214337870e+01,5.865178075621896824e+03,2.355378808810725786e+03,2.476597167542180614e+03
3.473270961521619427e+01,2.262997692313680531e+00,1.771107651661942839e+01,5.864991331331687434e+03,2.356047808927782171e+03,2.476406036469282299e+03
3.473322033929428443e+01,2.263377837056594899e+00,1.770967260986091318e+01,5.864804522375741726e+03,2.356716781872314641e+03,2.476214873840899145e+03
3.473373101095945970e+01,2.263757793283993625e+00,1.770826848270839093e+01,5.864617648584156996e+03,2.357385728064460636e+03,2.476023679659482696e+03
3.473424163016392896e+01,2.264137560243673519e+00,1.770686413357182332e+01,5.864430710302714033e+03,2.358054646641342515e+03,2.475832453927483584e+03
3.473475219696020133e+01,2.264517138027724030e+00,1.770545956329126369e+01,5.864243707361555607e+03,2.358723538023120454e+03,2.475641196647354718e+03
3.473526271136732646e+01,2.264896526446665170e+00,1.770405477189647669e+01,5.864056639762702616e+03,2.359392402202252470e+03,2.475449907821547640e+03
3.473577317340458137e+01,2.265275725311033383e+00,1.770264975941707775e+01,5.863869507508169590e+03,2.360061239171202942e+03,2.475258587452515258e+03
3.473628358309114361e+01,2.265654734431268746e+00,1.770124452588250463e+01,5.863682310599961056e+03,2.360730048922462174e+03,2.475067235542710023e+03
3.473679394044633284e+01,2.266033553617813112e+00,1.769983907132199974e+01,5.863495049040096092e+03,2.361398831448487726e+03,2.474875852094585753e+03
3.473730424548956108e+01,2.266412182681073695e+00,1.769843339576467400e+01,5.863307722830591956e+03,2.362067586741745345e+03,2.474684437110595354e+03
3.473781449824021195e+01,2.266790621431371555e+00,1.769702749923935414e+01,5.863120331973461361e+03,2.362736314794715781e+03,2.474492990593194463e+03
3.473832469871778272e+01,2.267168869679042853e+00,1.769562138177477451e+01,5.862932876470720657e+03,2.363405015599867511e+03,2.474301512544836442e+03
3.473883484694184887e+01,2.267546927234350473e+00,1.769421504339941009e+01,5.862745356324388922e+03,2.364073689149663551e+03,2.474110002967976925e+03
3.473934494293203556e+01,2.267924793907564407e+00,1.769280848414168261e+01,5.862557771536479777e+03,2.364742335436595113e+03,2.473918461865070640e+03
3.473985498670799643e+01,2.268302469508845398e+00,1.769140170402964074e+01,5.862370122109013209e+03,2.365410954453122486e+03,2.473726889238574131e+03
3.474036497828950587e+01,2.268679953848377284e+00,1.768999470309135091e+01,5.862182408044012845e+03,2.366079546191712325e+03,2.473535285090943034e+03
3.474087491772943537e+01,2.269057247015931367e+00,1.768858748216707255e+01,5.861994629170903863e+03,2.366748111072320626e+03,2.473343649424633441e+03
3.474138480498144332e+01,2.269434348262176826e+00,1.768718003965951269e+01,5.861806785836837662e+03,2.367416648232459011e+03,2.473151982242103259e+03
3.474189464009857886e+01,2.269811257676955130e+00,1.768577237640846889e+01,5.861618877871292170e+03,2.368085158092095298e+03,2.472960283545808579e+03
3.474240442310085797e+01,2.270187975070251163e+00,1.768436449244115849e+01,5.861430905276292833e+03,2.368753640643693871e+03,2.472768553338208676e+03
3.474291415400828953e+01,2.270564500252062246e+00,1.768295638778463896e+01,5.861242868053856910e+03,2.369422095879740937e+03,2.472576791621760549e+03
3.474342383284101743e+01,2.270940833032315975e+00,1.768154806246575816e+01,5.861054766206017121e+03,2.370090523792686326e+03,2.472384998398922562e+03
3.474393345961915003e+01,2.271316973220936397e+00,1.768013951651118632e+01,5.860866599734790725e+03,2.370758924375028528e+03,2.472193173672153989e+03
3.474444303436299464e+01,2.271692920627781831e+00,1.767873074994746219e+01,5.860678368642198620e+03,2.371427297619245110e+03,2.472001317443914104e+03
3.474495255709289410e+01,2.272068675062681287e+00,1.767732176280086165e+01,5.860490072930278984e+03,2.372095643517784538e+03,2.471809429716662635e+03
3.474546202782905624e+01,2.272444236335439349e+00,1.767591255509752557e+01,5.860301712601044528e+03,2.372763962063154395e+03,2.471617510492859765e+03
3.474597144659204417e+01,2.272819604255829073e+00,1.767450312686339586e+01,5.860113287656529792e+03,2.373432253247807239e+03,2.471425559774965222e+03
3.474648081340222205e+01,2.273194778633564450e+00,1.767309347812425457e+01,5.859924798098752944e+03,2.374100517064242013e+03,2.471233577565441010e+03
3.474699012828019562e+01,2.273569759278330160e+00,1.767168360890561019e+01,5.859736243929753982e+03,2.374768753504918095e+03,2.471041563866747310e+03
3.474749939127934795e+01,2.273944546277833823e+00,1.767027352004764751e+01,5.859547624978334170e+03,2.375436962989602762e+03,2.470849518681346126e+03
3.474800860235473010e+01,2.274319138885499303e+00,1.766886320994622750e+01,5.859358941592918200e+03,2.376105144656186440e+03,2.470657442011700368e+03
3.474851776155993122e+01,2.274693537189078185e+00,1.766745267944097719e+01,5.859170193602357358e+03,2.376773298924462779e+03,2.470465333860270675e+03
3.474902686891567782e+01,2.275067740998102384e+00,1.766604192855669808e+01,5.858981381008693461e+03,2.377441425786885702e+03,2.470273194229521323e+03
3.474953592444290962e+01,2.275441750122119355e+00,1.766463095731807798e+01,5.858792503813950134e+03,2.378109525235951878e+03,2.470081023121914768e+03
3.475004492816239576e+01,2.275815564370604616e+00,1.766321976574953823e+01,5.858603562020161917e+03,2.378777597264132055e+03,2.469888820539915287e+03
3.475055388009520385e+01,2.276189183552996820e+00,1.766180835387536874e+01,5.858414555629361530e+03,2.379445641863908804e+03,2.469696586485986700e+03
3.475106278026235884e+01,2.276562607478728850e+00,1.766039672171969244e+01,5.858225484643581694e+03,2.380113659027758331e+03,2.469504320962592374e+03
3.475157162868498517e+01,2.276935835957182075e+00,1.765898486930642619e+01,5.858036349064856950e+03,2.380781648748167754e+03,2.469312023972198858e+03
3.475208042538413622e+01,2.277308868797708552e+00,1.765757279665922397e+01,5.857847148895224564e+03,2.381449611017613279e+03,2.469119695517269520e+03
3.475258917038106432e+01,2.277681705809607049e+00,1.765616050380165802e+01,5.857657884136719986e+03,2.382117545828566563e+03,2.468927335600271363e+03
3.475309786369709997e+01,2.278054346802181662e+00,1.765474799075711942e+01,5.857468554791379574e+03,2.382785453173513815e+03,2.468734944223670027e+03
3.475360650535355944e+01,2.278426791584687638e+00,1.765333525754879318e+01,5.857279160861234232e+03,2.383453333044951250e+03,2.468542521389931153e+03
3.475411509537180166e+01,2.278799039966348250e+00,1.765192230419959429e+01,5.857089702348328501e+03,2.384121185435346433e+03,2.468350067101522200e+03
3.475462363380570707e+01,2.279171092032600487e+00,1.765050913154941270e+01,5.856900179080797898e+03,2.384789010764270188e+03,2.468157581360910171e+03
3.475513212061201074e+01,2.279542947039943979e+00,1.764909573798693643e+01,5.856710591408435903e+03,2.385456808170012664e+03,2.467965064170562528e+03
3.475564055584465706e+01,2.279914605073893874e+00,1.764768212435144434e+01,5.856520939159426234e+03,2.386124578072166514e+03,2.467772515532947637e+03
3.475614893952534601e+01,2.280286065943545548e+00,1.764626829066516933e+01,5.856331222335817074e+03,2.386792320463199303e+03,2.467579935450532957e+03
3.475665727167571362e+01,2.280657329457969063e+00,1.764485423695020572e+01,5.856141440939643871e+03,2.387460035335611337e+03,2.467387323925788223e+03
3.475716555231756644e+01,2.281028395426173638e+00,1.764343996322840269e+01,5.855951594972946623e+03,2.388127722681880641e+03,2.467194680961181803e+03
3.475767378147273234e+01,2.281399263657169829e+00,1.764202546952146022e+01,5.855761684437769873e+03,2.388795382494493424e+03,2.467002006559182973e+03
3.475818195916310316e+01,2.281769933959913566e+00,1.764061075585087579e+01,5.855571709336163622e+03,2.389463014765916796e+03,2.466809300722262833e+03
3.475869008541059202e+01,2.282140406143369216e+00,1.763919582223798699e+01,5.855381669670161500e+03,2.390130619488657885e+03,2.466616563452890659e+03
3.475919816023720443e+01,2.282510680016399895e+00,1.763778066870384720e+01,5.855191565441815328e+03,2.390798196655187894e+03,2.466423794753537095e+03
3.475970618366500275e+01,2.282880755387901139e+00,1.763636529526945651e+01,5.855001396653165102e+03,2.391465746258001673e+03,2.466230994626674146e+03
3.476021415571614881e+01,2.283250632066706753e+00,1.763494970195554146e+01,5.854811163306265371e+03,2.392133268289569514e+03,2.466038163074772456e+03
3.476072207641282574e+01,2.283620309861662978e+00,1.763353388878273265e+01,5.854620865403152493e+03,2.392800762742396273e+03,2.465845300100304939e+03
3.476122994580931902e+01,2.283989788856141789e+00,1.763211785659060737e+01,5.854430502771347165e+03,2.393468230035865417e+03,2.465652405705741330e+03
3.476173776386378478e+01,2.284359068309525398e+00,1.763070160376098983e+01,5.854240075761917069e+03,2.394135669308624983e+03,2.465459479893557273e+03
3.476224553063070033e+01,2.284728148305306128e+00,1.762928513113307716e+01,5.854049584202422011e+03,2.394803080980102550e+03,2.465266522666224773e+03
3.476275324613250461e+01,2.285097028652184115e+00,1.762786843872663312e+01,5.853859028094911992e+03,2.395470465042774777e+03,2.465073534026216748e+03
3.476326091039159394e+01,2.285465709158796876e+00,1.762645152656127578e+01,5.853668407441438831e+03,2.396137821489125599e+03,2.464880513976007478e+03
3.476376852343068435e+01,2.285834189633800140e+00,1.762503439465648825e+01,5.853477722244057986e+03,2.396805150311639864e+03,2.464687462518070788e+03
3.476427608527222191e+01,2.286202469885800781e+00,1.762361704303152621e+01,5.853286972504813093e+03,2.397472451502816057e+03,2.464494379654882778e+03
3.476478359593898659e+01,2.286570549723400347e+00,1.762219947170552103e+01,5.853096158225756881e+03,2.398139725055149938e+03,2.464301265388916363e+03
3.476529105545363763e+01,2.286938428955106684e+00,1.762078168069726303e+01,5.852905279408951174e+03,2.398806970961104071e+03,2.464108119722647643e+03
3.476579846383899763e+01,2.287306107389465826e+00,1.761936367002554249e+01,5.852714336056441425e+03,2.399474189213188765e+03,2.463914942658554082e+03
3.476630582111792478e+01,2.287673584834985174e+00,1.761794543970884419e+01,5.852523328170284003e+03,2.400141379803890686e+03,2.463721734199109051e+03
3.476681312731327722e+01,2.288040861100124612e+00,1.761652698976552500e+01,5.852332255752533456e+03,2.400808542725693769e+03,2.463528494346791376e+03
3.476732038244811918e+01,2.288407935993310272e+00,1.761510832021369666e+01,5.852141118805247970e+03,2.401475677971089681e+03,2.463335223104077158e+03
3.476782758654537986e+01,2.288774809322958959e+00,1.761368943107130036e+01,5.851949917330485732e+03,2.402142785532562357e+03,2.463141920473443861e+03
3.476833473965994159e+01,2.289141481170294146e+00,1.761227032317781749e+01,5.851758651155079860e+03,2.402809865829338378e+03,2.462948586457369402e+03
3.476884184175143844e+01,2.289507950797895486e+00,1.761085099490767547e+01,5.851567320631479561e+03,2.403476918000441401e+03,2.462755221058331699e+03
3.476934889287481667e+01,2.289874218287019758e+00,1.760943144709971264e+01,5.851375925586577978e+03,2.404143942465092550e+03,2.462561824278810036e+03
3.476985589305344604e+01,2.290240283446000724e+00,1.760801167977123427e+01,5.851184466022426022e+03,2.404810939215796679e+03,2.462368396121282785e+03
3.477036284231055419e+01,2.290606146083111305e+00,1.760659169293921167e+01,5.850992941941087338e+03,2.405477908245047274e+03,2.462174936588228775e+03
3.477086974066958902e+01,2.290971806006603106e+00,1.760517148662044917e+01,5.850801353344625568e+03,2.406144849545317811e+03,2.461981445682128196e+03
3.477137658815389187e+01,2.291337263024688653e+00,1.760375106083160546e+01,5.850609700235097080e+03,2.406811763109124058e+03,2.461787923405460333e+03
3.477188338478708118e+01,2.291702516945576029e+00,1.760233041558917222e+01,5.850417982614567336e+03,2.407478648928943585e+03,2.461594369760706741e+03
3.477239013059271855e+01,2.292067567577448450e+00,1.760090955090943865e+01,5.850226200485095433e+03,2.408145506997278517e+03,2.461400784750348066e+03
3.477289682559440109e+01,2.292432414728449608e+00,1.759948846680845591e+01,5.850034353848749561e+03,2.408812337306613699e+03,2.461207168376864956e+03
3.477340346981584673e+01,2.292797058206692551e+00,1.759806716330211529e+01,5.849842442707594273e+03,2.409479139849442163e+03,2.461013520642739877e+03
3.477391006328075918e+01,2.293161497820280559e+00,1.759664564040616597e+01,5.849650467063687756e+03,2.410145914618276493e+03,2.460819841550455294e+03
3.477441660601289897e+01,2.293525733377280496e+00,1.759522389813607646e+01,5.849458426919103658e+03,2.410812661605585618e+03,2.460626131102492309e+03
3.477492309806768844e+01,2.293889764956882349e+00,1.759380193733107589e+01,5.849266322100053003e+03,2.411479381230418312e+03,2.460432389301335206e+03
3.477542953940609038e+01,2.294253591824720218e+00,1.759237975635880602e+01,5.849074152960256470e+03,2.412146072632171126e+03,2.460238616149466452e+03
3.477593593008354134e+01,2.294617214060035604e+00,1.759095735605786714e+01,5.848881919325981471e+03,2.412812736229898292e+03,2.460044811649370331e+03
3.477644227012412159e+01,2.294980631470811439e+00,1.758953473644305632e+01,5.848689621199295289e+03,2.413479372016084653e+03,2.459850975803530673e+03
3.477694855955187592e+01,2.295343843865003119e+00,1.758811189752895388e+01,5.848497258582263385e+03,2.414145979983245070e+03,2.459657108614431309e+03
3.477745479839106224e+01,2.295706851050552721e+00,1.758668883933003357e+01,5.848304831476955769e+03,2.414812560123867115e+03,2.459463210084558796e+03
3.477796098666576086e+01,2.296069652835321495e+00,1.758526556186033218e+01,5.848112339885449728e+03,2.415479112430442001e+03,2.459269280216396055e+03
3.477846712440038601e+01,2.296432249027219985e+00,1.758384206513402503e+01,5.847919783809812543e+03,2.416145636895467760e+03,2.459075319012431009e+03
3.477897321161921695e+01,2.296794639434093011e+00,1.758241834916487534e+01,5.847727163252115133e+03,2.416812133511444245e+03,2.458881326475148398e+03
3.477947924834663951e+01,2.297156823863790276e+00,1.758099441396657170e+01,5.847534478214432056e+03,2.417478602270870851e+03,2.458687302607034326e+03
3.477998523460712477e+01,2.297518802124096648e+00,1.757957025955254693e+01,5.847341728698829684e+03,2.418145043166249252e+03,2.458493247410576714e+03
3.478049117042525040e+01,2.297880574022813427e+00,1.757814588593608107e+01,5.847148914707394397e+03,2.418811456190061563e+03,2.458299160888262122e+03
3.478099705582548040e+01,2.298242139367698833e+00,1.757672129313023390e+01,5.846956036242191658e+03,2.419477841334821278e+03,2.458105043042578018e+03
3.478150289083252034e+01,2.298603497966507980e+00,1.757529648114793019e+01,5.846763093305301481e+03,2.420144198593018700e+03,2.457910893876013233e+03
3.478200867550218334e+01,2.298964649896225065e+00,1.757387145082802604e+01,5.846570085722266413e+03,2.420810528383502060e+03,2.457716713391054782e+03
3.478251440979691012e+01,2.299325594425861041e+00,1.757244620053087658e+01,5.846377013848175011e+03,2.421476829846070359e+03,2.457522501590192405e+03
3.478302009377272697e+01,2.299686331632509795e+00,1.757102073109483698e+01,5.846183877508624391e+03,2.422143103399583651e+03,2.457328258475914481e+03
3.478352572745441051e+01,2.300046861323828740e+00,1.756959504253200066e+01,5.845990676705694568e+03,2.422809349036529511e+03,2.457133984050712115e+03
3.478403131086702871e+01,2.300407183307444203e+00,1.756816913485438647e+01,5.845797411441459190e+03,2.423475566749425980e+03,2.456939678317073685e+03
3.478453684403542212e+01,2.300767297390964750e+00,1.756674300807369349e+01,5.845604081718000089e+03,2.424141756530762905e+03,2.456745341277489842e+03
3.478504232698470844e+01,2.301127203381982511e+00,1.756531666220151067e+01,5.845410687537401827e+03,2.424807918373040593e+03,2.456550972934451693e+03
3.478554775974003377e+01,2.301486901088093617e+00,1.756389009724929906e+01,5.845217228901736235e+03,2.425474052268770720e+03,2.456356573290450342e+03
3.478605314232643053e+01,2.301846390316805380e+00,1.756246331322811116e+01,5.845023705813095148e+03,2.426140158210439949e+03,2.456162142347976442e+03
3.478655847476927931e+01,2.302205670875674404e+00,1.756103631014911315e+01,5.844830118273553126e+03,2.426806236190565869e+03,2.455967680109523371e+03
3.478706375709374754e+01,2.302564742572201339e+00,1.755960908802300580e+01,5.844636466285195638e+03,2.427472286201645147e+03,2.455773186577581782e+03
3.478756898932518737e+01,2.302923605213883285e+00,1.755818164686048277e+01,5.844442749850110886e+03,2.428138308236170360e+03,2.455578661754645509e+03
3.478807417148902204e+01,2.303282258608169375e+00,1.755675398667197840e+01,5.844248968970372516e+03,2.428804302286664552e+03,2.455384105643207022e+03
3.478857930364159756e+01,2.303640702830069387e+00,1.755532610829608231e+01,5.844055123470912804e+03,2.429470268771774954e+03,2.455189518245760155e+03
3.478908438574663364e+01,2.303998937151785498e+00,1.755389801008637463e+01,5.843861213708091782e+03,2.430136206831679829e+03,2.454994899564798743e+03
3.478958941786063974e+01,2.304356961648412305e+00,1.755246969288087300e+01,5.843667239506878104e+03,2.430802116885060514e+03,2.454800249602816166e+03
3.479009440000922382e+01,2.304714776127347431e+00,1.755104115668929410e+01,5.843473200869361790e+03,2.431467998924414132e+03,2.454605568362308077e+03
3.479059933221800804e+01,2.305072380395937426e+00,1.754961240152110591e+01,5.843279097797629220e+03,2.432133852942242811e+03,2.454410855845769220e+03
3.479110421451279933e+01,2.305429774261551934e+00,1.754818342738563075e+01,5.843084930293769503e+03,2.432799678931066410e+03,2.454216112055694794e+03
3.479160904691941880e+01,2.305786957531527737e+00,1.754675423429198489e+01,5.842890698359876296e+03,2.433465476883367501e+03,2.454021336994580906e+03
3.479211382946373732e+01,2.306143930013181631e+00,1.754532482224912471e+01,5.842696401998028705e+03,2.434131246791683225e+03,2.453826530664923212e+03
3.479261856217159021e+01,2.306500691513797108e+00,1.754389519126575436e+01,5.842502041210328571e+03,2.434796988648493880e+03,2.453631693069219182e+03
3.479312324506905441e+01,2.306857241840664319e+00,1.754246534135046431e+01,5.842307615998865003e+03,2.435462702446304775e+03,2.453436824209965380e+03
3.479362787818213576e+01,2.307213580801063646e+00,1.754103527251159633e+01,5.842113126365720746e+03,2.436128388177650322e+03,2.453241924089657459e+03
3.479413246153691119e+01,2.307569708202203973e+00,1.753960498475731811e+01,5.841918572313002187e+03,2.436794045835003999e+03,2.453046992710796076e+03
3.479463699515955000e+01,2.307925623851334151e+00,1.753817447809564456e+01,5.841723953842791161e+03,2.437459675410898399e+03,2.452852030075876883e+03
3.479514147907627830e+01,2.308281327555663509e+00,1.753674375253434548e+01,5.841529270957186782e+03,2.438125276897830190e+03,2.452657036187400536e+03
3.479564591334393242e+01,2.308636819388029782e+00,1.753531280891172983e+01,5.841334523480444659e+03,2.438790850714266981e+03,2.452462011047864507e+03
3.479615029792767444e+01,2.308992098624187417e+00,1.753388164557400586e+01,5.841139711770290887e+03,2.439456396000788118e+03,2.452266954659768089e+03
3.479665463288443306e+01,2.309347165337064300e+00,1.753245026335894607e+01,5.840944835651025642e+03,2.440121913175878490e+03,2.452071867025612846e+03
3.479715891824071150e+01,2.309702019333810252e+00,1.753101866227354222e+01,5.840749895124752584e+03,2.440787402232045679e+03,2.451876748147895341e+03
3.479766315402297749e+01,2.310056660421549779e+00,1.752958684232465814e+01,5.840554890193564461e+03,2.441452863161792266e+03,2.451681598029119414e+03
3.479816734025779112e+01,2.310411088407394953e+00,1.752815480351894806e+01,5.840359820859564934e+03,2.442118295957624923e+03,2.451486416671784809e+03
3.479867147697182617e+01,2.310765303098441859e+00,1.752672254586291345e+01,5.840164687124848570e+03,2.442783700612070788e+03,2.451291204078391729e+03
3.479917556419166402e+01,2.311119304301762600e+00,1.752529006936281064e+01,5.839969488991511753e+03,2.443449077117631987e+03,2.451095960251444012e+03
3.479967960194412768e+01,2.311473091824431947e+00,1.752385737402473964e+01,5.839774226461659964e+03,2.444114425466823832e+03,2.450900685193440950e+03
3.480018359025594776e+01,2.311826665473500686e+00,1.752242445985461572e+01,5.839578899537394136e+03,2.444779745652140718e+03,2.450705378906887290e+03
3.480068752915392594e+01,2.312180025055974752e+00,1.752099132685805927e+01,5.839383508220815202e+03,2.445445037666109329e+03,2.450510041394284599e+03
3.480119141866510546e+01,2.312533170378898717e+00,1.751955797504071199e+01,5.839188052514023184e+03,2.446110301501241793e+03,2.450314672658136715e+03
3.480169525881630221e+01,2.312886101249257198e+00,1.751812440440780350e+01,5.838992532419124473e+03,2.446775537150042510e+03,2.450119272700947022e+03
3.480219904966497779e+01,2.313238817737931718e+00,1.751669061579744024e+01,5.838796947759748946e+03,2.447440745030805829e+03,2.449923841525219814e+03
3.480270279117745247e+01,2.313591319123998957e+00,1.751525660754893821e+01,5.838601298894896900e+03,2.448105924284475350e+03,2.449728379133458930e+03
3.480320648341125178e+01,2.313943605478423926e+00,1.751382238049973239e+01,5.838405585648252782e+03,2.448771075329353152e+03,2.449532885528168663e+03
3.480371012639351846e+01,2.314295676608163710e+00,1.751238793465446619e+01,5.838209808021916615e+03,2.449436198157957278e+03,2.449337360711855581e+03
3.480421372015153736e+01,2.314647532320160295e+00,1.751095327001752011e+01,5.838013966017999337e+03,2.450101292762798494e+03,2.449141804687024432e+03
3.480471726471260041e+01,2.314999172421306373e+00,1.750951838659301529e+01,5.837818059638604609e+03,2.450766359136395749e+03,2.448946217456180875e+03
3.480522076010406352e+01,2.315350596718518617e+00,1.750808328438498052e+01,5.837622088885843368e+03,2.451431397271262085e+03,2.448750599021832386e+03
3.480572420635335362e+01,2.315701805018690607e+00,1.750664796339725982e+01,5.837426053761824733e+03,2.452096407159905539e+03,2.448554949386484623e+03
3.480622760348799716e+01,2.316052797128711926e+00,1.750521242363345564e+01,5.837229954268656002e+03,2.452761388794847790e+03,2.448359268552645062e+03
3.480673095153544239e+01,2.316403572855421977e+00,1.750377666509698926e+01,5.837033790408447203e+03,2.453426342168600513e+03,2.448163556522821182e+03
3.480723425052327968e+01,2.316754132005688582e+00,1.750234068779106167e+01,5.836837562183309274e+03,2.454091267273687663e+03,2.447967813299520458e+03
3.480773750047918469e+01,2.317104474386344926e+00,1.750090449171875662e+01,5.836641269595354970e+03,2.454756164102612274e+03,2.447772038885252186e+03
3.480824070143095383e+01,2.317454599804251281e+00,1.749946807688304062e+01,5.836444912646690682e+03,2.455421032647907396e+03,2.447576233282524754e+03
3.480874385340617749e+01,2.317804508066171998e+00,1.749803144328638993e+01,5.836248491339439170e+03,2.456085872902070605e+03,2.447380396493846092e+03
3.480924695646285727e+01,2.318154199240857416e+00,1.749659459176654508e+01,5.836052005496560923e+03,2.456750685283197072e+03,2.447184528521726861e+03
3.480975001056866347e+01,2.318503672611121669e+00,1.749515752065563134e+01,5.835855455478414115e+03,2.457415468932657859e+03,2.446988629368676357e+03
3.481025301578157638e+01,2.318852928245799916e+00,1.749372023079071781e+01,5.835658841108017441e+03,2.458080224268550865e+03,2.446792699037205239e+03
3.481075597212969086e+01,2.319201965951677824e+00,1.749228272217373004e+01,5.835462162387487297e+03,2.458744951283387309e+03,2.446596737529824168e+03
3.481125887964099519e+01,2.319550785535483328e+00,1.749084499480638399e+01,5.835265419318940985e+03,2.459409649969684324e+03,2.446400744849043349e+03
3.481176173834354870e+01,2.319899386803986108e+00,1.748940704869021445e+01,5.835068611904488534e+03,2.460074320319977232e+03,2.446204720997375262e+03
3.481226454826554573e+01,2.320247769563905660e+00,1.748796888382650749e+01,5.834871740146258162e+03,2.460738962326764977e+03,2.446008665977331475e+03
3.481276730943519482e+01,2.320595933621994789e+00,1.748653050021642841e+01,5.834674804046358076e+03,2.461403575982585608e+03,2.445812579791423104e+03
3.481327002188075426e+01,2.320943878784939685e+00,1.748509189786096485e+01,5.834477803606911039e+03,2.462068161279948072e+03,2.445616462442163993e+03
3.481377268563059602e+01,2.321291604859456292e+00,1.748365307676085578e+01,5.834280738830038899e+03,2.462732718211373140e+03,2.445420313932067074e+03
3.481427530071302812e+01,2.321639111652254339e+00,1.748221403691666254e+01,5.834083609717858963e+03,2.463397246769386129e+03,2.445224134263644373e+03
3.481477786715655043e+01,2.321986398969988485e+00,1.748077477832876170e+01,5.833886416272496717e+03,2.464061746946493713e+03,2.445027923439411097e+03
3.481528038498960598e+01,2.322333466619354692e+00,1.747933530099736998e+01,5.833689158496068558e+03,2.464726218735237126e+03,2.444831681461880635e+03
3.481578285427062980e+01,2.322680314667112889e+00,1.747789560575978030e+01,5.833491836210920155e+03,2.465390662553512811e+03,2.444635408333568648e+03
3.481628527496853565e+01,2.323026942399580186e+00,1.747645569094132867e+01,5.833294449778685703e+03,2.466055077543050629e+03,2.444439104056987617e+03
3.481678764714180829e+01,2.323373349883661287e+00,1.747501555737882484e+01,5.833096999021756346e+03,2.466719464121788405e+03,2.444242768634655931e+03
3.481728997081914656e+01,2.323719536925965112e+00,1.747357520507161865e+01,5.832899483942258485e+03,2.467383822282235087e+03,2.444046402069086980e+03
3.481779224602942691e+01,2.324065503333133886e+00,1.747213463401898537e+01,5.832701904542320335e+03,2.468048152016911899e+03,2.443850004362797790e+03
3.481829447280134815e+01,2.324411248911795624e+00,1.747069384421998350e+01,5.832504260824059202e+03,2.468712453318357802e+03,2.443653575518304933e+03
3.481879665116390044e+01,2.324756773468570348e+00,1.746925283567346199e+01,5.832306552789606940e+03,2.469376726179084926e+03,2.443457115538124981e+03
3.481929878114596022e+01,2.325102076810043883e+00,1.746781160837806723e+01,5.832108780441086310e+03,2.470040970591625864e+03,2.443260624424775415e+03
3.481980086277658160e+01,2.325447158742819376e+00,1.746637016233226447e+01,5.831910943780633716e+03,2.470705186548492293e+03,2.443064102180773716e+03
3.482030289608478313e+01,2.325792019073481320e+00,1.746492849753432353e+01,5.831713042810375555e+03,2.471369374042209074e+03,2.442867548808637821e+03
3.482080488109967575e+01,2.326136657608632863e+00,1.746348661398237567e+01,5.831515077532440046e+03,2.472033533065303800e+03,2.442670964310887030e+03
3.482130681785046278e+01,2.326481074154827855e+00,1.746204451167427152e+01,5.831317047948950858e+03,2.472697663610310883e+03,2.442474348690037459e+03
3.482180870636632619e+01,2.326825268518642353e+00,1.746060219060776930e+01,5.831118954062045304e+03,2.473361765669752913e+03,2.442277701948611139e+03
3.482231054667651904e+01,2.327169240506623549e+00,1.745915965078027199e+01,5.830920795873856150e+03,2.474025839236145657e+03,2.442081024089126004e+03
3.482281233884004479e+01,2.327512990183461028e+00,1.745771689302890906e+01,5.830722573206055131e+03,2.474689884727206390e+03,2.441884315114102719e+03
3.482331408282704643e+01,2.327856516839311496e+00,1.745627391567153452e+01,5.830524286421643410e+03,2.475353901285075153e+03,2.441687575026061495e+03
3.482381577869654876e+01,2.328199820538983555e+00,1.745483071954465615e+01,5.830325935342340927e+03,2.476017889327489684e+03,2.441490803827522996e+03
3.482431742647806061e+01,2.328542901088999528e+00,1.745338730464496280e+01,5.830127519970288631e+03,2.476681848846956200e+03,2.441294001521009250e+03
3.482481902620120451e+01,2.328885758295915931e+00,1.745194367096909360e+01,5.829929040307615651e+03,2.477345779836022302e+03,2.441097168109040467e+03
3.482532057789557456e+01,2.329228391966222222e+00,1.745049981851337151e+01,5.829730496356461117e+03,2.478009682287199666e+03,2.440900303594139586e+03
3.482582208159076487e+01,2.329570801906443833e+00,1.744905574727393116e+01,5.829531888118962343e+03,2.478673556193024069e+03,2.440703407978828636e+03
3.482632353731651165e+01,2.329912987923096868e+00,1.744761145724680773e+01,5.829333215597250273e+03,2.479337401546027195e+03,2.440506481265630100e+03
3.482682494510263638e+01,2.330254949822689881e+00,1.744616694842774862e+01,5.829134478793471317e+03,2.480001218338726176e+03,2.440309523457068281e+03
3.482732630497894633e+01,2.330596687411722101e+00,1.744472222081240886e+01,5.828935677709754600e+03,2.480665006563671795e+03,2.440112534555665661e+03
3.482782761697531981e+01,2.330938200496670554e+00,1.744327727439610598e+01,5.828736812348250169e+03,2.481328766213358904e+03,2.439915514563945635e+03
