# f=31.67754485207151,a=6760.000656878837,e=0.004426870208295852,i=26.264873442639626,Om=287.36198671622157,w=323.08397712963483,total_time=1.5,timestep=0.1
Bx,By,Bz,X,Y,Z
3.430204854836178185e+01,5.953961208233015334e+00,-8.368112865338511952e+00,-6.656554517935116564e+03,9.868281878670373999e+02,-2.652999812290596537e+02
3.430146740281556106e+01,5.954064765289829531e+00,-8.362787215930325146e+00,-6.656663746375819755e+03,9.861946762983443477e+02,-2.649603114089086944e+02
3.430088595675016450e+01,5.954168088793825753e+00,-8.357461683937460251e+00,-6.656772897536570781e+03,9.855611535041219895e+02,-2.646206381308647337e+02
3.430030420987960582e+01,5.954271178980757639e+00,-8.352136268399863894e+00,-6.656881971488001000e+03,9.849276190060920726e+02,-2.642809613993635480e+02
3.429972216287693954e+01,5.954374035319584202e+00,-8.346810971914383259e+00,-6.656990968085238819e+03,9.842940737821859329e+02,-2.639412812188409134e+02
3.429913981545628587e+01,5.954476658046316651e+00,-8.341485793520975633e+00,-6.657099887398966530e+03,9.836605173541315708e+02,-2.636015975937327767e+02
3.429855716765144535e+01,5.954579047141336012e+00,-8.336160733445215243e+00,-6.657208729428002698e+03,9.830269497290245226e+02,-2.632619105284750276e+02
3.429797421949627534e+01,5.954681202585067723e+00,-8.330835791912750921e+00,-6.657317494171165890e+03,9.823933709140004567e+02,-2.629222200275034425e+02
3.429739097102477530e+01,5.954783124357985180e+00,-8.325510969149210183e+00,-6.657426181627271035e+03,9.817597809161648001e+02,-2.625825260952541385e+02
3.429680742227082391e+01,5.954884812440609743e+00,-8.320186265380291601e+00,-6.657534791795143065e+03,9.811261797426416251e+02,-2.622428287361630055e+02
3.429622357294849877e+01,5.954986267067917005e+00,-8.314861679645945358e+00,-6.657643324745097743e+03,9.804925669150592284e+02,-2.619031279546661608e+02
3.429563942373169994e+01,5.955087487711625549e+00,-8.309537214543304628e+00,-6.657751780332914677e+03,9.798589434115036738e+02,-2.615634237551995511e+02
3.429505497433456895e+01,5.955188474606982751e+00,-8.304212869112415518e+00,-6.657860158628962381e+03,9.792253087536180374e+02,-2.612237161421993505e+02
